coalition_id,members,size,mean_value,std_value,runs,notes
0,(),0,0.0,0.0,0,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7;empty coalition
84,"('3', '4', '6')",3,0.6073165831027322,0.06700129094461695,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
85,"('3', '4', '7')",3,0.6324639826956315,0.05456019994199451,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
86,"('3', '5', '6')",3,0.5976562147456441,0.04920790260688828,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
87,"('3', '5', '7')",3,0.5299655660546606,0.05597269851522346,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
88,"('3', '6', '7')",3,0.6155719093266794,0.048989153267595384,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
89,"('4', '5', '6')",3,0.6192062481925534,0.061127196492564255,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
90,"('4', '5', '7')",3,0.6123379387299561,0.03717079090241529,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
91,"('4', '6', '7')",3,0.6064618462243404,0.05774211485119932,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
92,"('5', '6', '7')",3,0.661795335255543,0.0498560401061057,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
93,"('0', '1', '2', '3')",4,0.7305718367814555,0.058089127378418814,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
94,"('0', '1', '2', '4')",4,0.5943324581181818,0.01265243019375101,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
95,"('0', '1', '2', '5')",4,0.5699590085352948,0.0491780990371744,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
96,"('0', '1', '2', '6')",4,0.6052263676887416,0.023190809259339758,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
97,"('0', '1', '2', '7')",4,0.6106127712108478,0.01902557139198916,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
98,"('0', '1', '3', '4')",4,0.5648804739476808,0.028297960717287088,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
99,"('0', '1', '3', '5')",4,0.5569188095380105,0.021586296861857354,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
100,"('0', '1', '3', '6')",4,0.5452376271693562,0.07439389392519918,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
101,"('0', '1', '3', '7')",4,0.5817092022178906,0.072106805153259,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
102,"('0', '1', '4', '5')",4,0.5925817125646035,0.06557185558241548,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
103,"('0', '1', '4', '6')",4,0.5829808511395501,0.04175085258938342,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
104,"('0', '1', '4', '7')",4,0.6085235594600119,0.06142035218950874,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
105,"('0', '1', '5', '6')",4,0.6377386527851899,0.022254983783857853,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
106,"('0', '1', '5', '7')",4,0.5937183357650848,0.017276203399841154,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
107,"('0', '1', '6', '7')",4,0.6298297323439617,0.032910898654364064,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
108,"('0', '2', '3', '4')",4,0.6642499511786147,0.015806263741614392,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
109,"('0', '2', '3', '5')",4,0.5434374012216541,0.03193438935694577,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
110,"('0', '2', '3', '6')",4,0.5671856169084566,0.037348394045796394,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
111,"('0', '2', '3', '7')",4,0.5573663465532891,0.04422891677230618,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
112,"('0', '2', '4', '5')",4,0.5936701866464155,0.022296957870068013,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
113,"('0', '2', '4', '6')",4,0.5460792770175552,0.027939651441483193,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
114,"('0', '2', '4', '7')",4,0.5336856248635378,0.021957012019832845,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
115,"('0', '2', '5', '6')",4,0.576031476831386,0.009137785640061824,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
116,"('0', '2', '5', '7')",4,0.6032471527597533,0.04738163031236701,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
117,"('0', '2', '6', '7')",4,0.5557800184753653,0.06450821047124596,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
118,"('0', '3', '4', '5')",4,0.6211892464214784,0.02411286621230048,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
119,"('0', '3', '4', '6')",4,0.6243655904937992,0.04193291899994981,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
120,"('0', '3', '4', '7')",4,0.6220895590891001,0.046664426902070205,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
121,"('0', '3', '5', '6')",4,0.5969870941291283,0.029832658155522905,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
122,"('0', '3', '5', '7')",4,0.569108615323631,0.06925176519877486,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
123,"('0', '3', '6', '7')",4,0.588591956033856,0.0321575493827103,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
124,"('0', '4', '5', '6')",4,0.6095069315890524,0.03572197323605909,3,scenario=lazer2007;N=8;K=7;rounds=150;velocity=1.0;error=0.0;runs=3;network_type=LINE;landscape_seed=123;random_seed=42;network_seed=7
